code,language,quality_label,severity_score,repo_stars
"function writeExperiments(evalName) {
  fs.rmSync(EXPERIMENTS_DIR, { recursive: true, force: true })
  fs.mkdirSync(EXPERIMENTS_DIR, { recursive: true })

  const evalsField = evalName ? `\n  evals: '${evalName}',` : ''
  for (const v of VARIANTS) {
    const body = `import type { ExperimentConfig } from '@vercel/agent-eval'
${v.imports}

const config: ExperimentConfig = {
  // Via the Vercel AI Gateway, so the OIDC token from \`vc env pull\` is the only
  // credential needed (it auths the sandbox, the codegen model, and the judge).
  agent: 'vercel-ai-gateway/claude-code',
  model: 'claude-opus-4-8',${evalsField}
  // Cheap fixed grader for the agentic judge clauses in EVAL.ts files — every
  // run is graded by the same model regardless of the model under test.
  judge: { model: 'claude-haiku-4-5' },
  scripts: ['build'],
  runs: 1,
  earlyExit: true,
  timeout: 720,
  sandbox: 'auto',
  setup: async (sandbox) => {
    ${v.setup}
  },
}

export default config
`
    fs.writeFileSync(path.join(EXPERIMENTS_DIR, `${v.suffix}.ts`), body)
  }
}",javascript,0,0.04,141750
"def sgd(loss_or_grads, params, learning_rate):
    """"""Stochastic Gradient Descent (SGD) updates
    Generates update expressions of the form:
    * ``param := param - learning_rate * gradient``
    Parameters
    ----------
    loss_or_grads : symbolic expression or list of expressions
        A scalar loss expression, or a list of gradient expressions
    params : list of shared variables
        The variables to generate update expressions for
    learning_rate : float or symbolic scalar
        The learning rate controlling the size of update steps
    Returns
    -------
    OrderedDict
        A dictionary mapping each parameter to its update expression
    """"""
    grads = theano.grad(loss_or_grads, params)
    updates = OrderedDict()

    for param, grad in zip(params, grads):
        updates[param] = param - learning_rate * grad

    return updates",python,2,0.82,4
"    def decorator(func):
        @functools.wraps(func)
        def wrapper(*args, **kwargs):
            model_name = func
            return model_name(*args, **kwargs)
        return wrapper",python,2,0.65,4
"def test_process_llm_extraction_signature():
    """"""Test that process_llm_extraction accepts webhook_config parameter""""""
    print(""\n"" + ""="" * 60)
    print(""TEST 3: process_llm_extraction Function Signature"")
    print(""="" * 60)

    try:
        from api import process_llm_extraction
        import inspect

        sig = inspect.signature(process_llm_extraction)
        params = list(sig.parameters.keys())

        print(f""Function parameters: {params}"")

        if 'webhook_config' in params:
            print(f""✅ process_llm_extraction has webhook_config parameter"")

            webhook_param = sig.parameters['webhook_config']
            if webhook_param.default is None or webhook_param.default == inspect.Parameter.empty:
                print(f""✅ webhook_config is optional (default: {webhook_param.default})"")
            else:
                print(f""⚠️  webhook_config default is: {webhook_param.default}"")

            return True
        else:
            print(f""❌ process_llm_extraction missing webhook_config parameter"")
            return False

    except Exception as e:
        print(f""❌ Failed: {e}"")
        import traceback
        traceback.print_exc()
        return False",python,0,0.22,77961
"function remove( elem, selector, keepData ) {
	var node,
		nodes = selector ? jQuery.filter( selector, elem ) : elem,
		i = 0;

	for ( ; ( node = nodes[ i ] ) != null; i++ ) {
		if ( !keepData && node.nodeType === 1 ) {
			jQuery.cleanData( getAll( node ) );
		}

		if ( node.parentNode ) {
			if ( keepData && isAttached( node ) ) {
				setGlobalEval( getAll( node, ""script"" ) );
			}
			node.parentNode.removeChild( node );
		}
	}

	return elem;
}",javascript,1,0.12,59785
"function packageFind(paths) {
  if (!paths) return null;

  for (var i = 0; i < paths.length; ++i){
    var dir = path.dirname(paths[i]);
    if (fs.existsSync(path.join(dir, 'package.json')))
      return dir;
  }

  return null;
}",javascript,2,0.81,4
"def capture_thread():
    while not stop_event.is_set():
        ret, frame = cap.read()
        if not ret:
            break
        try:
            capture_queue.put_nowait(frame)
        except queue.Full:
            try:
                capture_queue.get_nowait()
            except queue.Empty:
                pass
            try:
                capture_queue.put_nowait(frame)
            except queue.Full:
                pass",python,0,0.08,95895
"    def Previous(self):
        global browser, last_previous
        print('Received previous signal')
        now = datetime.now()
        if now - last_previous < timedelta(seconds=5):
            browser.back()
        else:
            elem = browser.find_element_by_tag_name('video')
            elem.send_keys('0')
        last_previous = now",python,3,0.91,4
"var CrudController = function(entity, vm, options) {
    return function() {
        var self = this;

        //only call initial refresh after element has been added to dom to prevent infinite loop
        this.mount = function(el) {
            return m(""div"", {
                id: entity,
                config: function(el, isInit, context) {
                    if (!isInit) {
                        self.refresh();
                    }
                }
            }, el);
        }



        this.refresh = function() {
            if (this.beforeRefresh) { this.beforeRefresh(); }
            var params = options && options.postParams ? options.postParams : {}
            return xhr.post(""!"" + entity + ""-list-json"", params).then(xhr.listToProp(vm.list, entity))
        }

        this.add = function() {
            if (vm.validate()) {
                return xhr.post(""!"" + entity + ""-add-json"", vm.row)
                    .then(function(json) {
                        vm.clear();
                        self.refresh();
                        return json; //return for next in chain
                    });
            }
        };
        this.update = function(row) {
            return xhr.post(""!"" + entity +""-update-json"", row).then(self.refresh);
        }
        this.del = function(row) {
            return xhr.post(""!"" + entity +""-del-json"", row).then(self.refresh);
        };

        //this.refresh();
    };
}",javascript,2,0.52,4
"function query(){
  var queryparse = this.app.get('query parser fn');

  if (!queryparse) {
    // parsing is disabled
    return Object.create(null);
  }

  var querystring = parse(this).query;

  return queryparse(querystring);
}",javascript,1,0.23,69353
"def test_webhook_config_model():
    """"""Test WebhookConfig Pydantic model""""""
    print(""\n"" + ""="" * 60)
    print(""TEST 3: WebhookConfig Model Validation"")
    print(""="" * 60)

    try:
        from schemas import WebhookConfig
        from pydantic import ValidationError

        # Test valid config
        valid_config = {
            ""webhook_url"": ""https://example.com/webhook"",
            ""webhook_data_in_payload"": True,
            ""webhook_headers"": {""X-Secret"": ""token123""}
        }

        config = WebhookConfig(**valid_config)
        print(f""✅ Valid config accepted:"")
        print(f""   - URL: {config.webhook_url}"")
        print(f""   - Data in payload: {config.webhook_data_in_payload}"")
        print(f""   - Headers: {config.webhook_headers}"")

        # Test minimal config
        minimal_config = {
            ""webhook_url"": ""https://example.com/webhook""
        }

        config2 = WebhookConfig(**minimal_config)
        print(f""✅ Minimal config accepted (defaults applied):"")
        print(f""   - URL: {config2.webhook_url}"")
        print(f""   - Data in payload: {config2.webhook_data_in_payload}"")
        print(f""   - Headers: {config2.webhook_headers}"")

        # Test invalid URL
        try:
            invalid_config = {
                ""webhook_url"": ""not-a-url""
            }
            config3 = WebhookConfig(**invalid_config)
            print(f""❌ Invalid URL should have been rejected"")
            return False
        except ValidationError as e:
            print(f""✅ Invalid URL correctly rejected"")

        return True
    except Exception as e:
        print(f""❌ Model validation test failed: {e}"")
        import traceback
        traceback.print_exc()
        return False",python,0,0.06,77961
"    public static void main(String[] args) {
        System.out.println(""Este programa determina cuántas palabras de un texto son anagramas de la primer palabra introducida."");
        Scanner s = new Scanner(System.in);
        System.out.println(""Por favor, introduzca un texto: "");
        String primerPalabra = s.next();
        String palabra = """";
        int contador = 0;
        do {
            palabra = s.next();
            if (buscaAnagrama(primerPalabra, palabra)) {
                contador++;
            }
        } while (!palabra.equals(""FIN""));
        System.out.println(""En este texto existen "" + contador + "" palabras que son anagramas de la primer palabra."");
    }",java,3,0.61,4
"function createPool() {
  poolSize = Buffer.poolSize;
  allocBuffer = createUnsafeAlignedBuffer(poolSize, kPoolAlignment);
  allocPool = allocBuffer.buffer;
  poolBase = TypedArrayPrototypeGetByteOffset(allocBuffer);
  markAsUntransferable(allocPool);
  poolOffset = 0;
}",javascript,0,0.19,118912
"function getHeapSnapshot(options) {
  const optionArray = getHeapSnapshotOptions(options);
  const handle = createHeapSnapshotStream(optionArray);
  assert(handle);
  return new HeapSnapshotStream(handle);
}",javascript,1,0.28,118912
"function employee(first, last, age, eid, epass){
	this.first = first;
	this.last  = last;
	this.age   = age;
	this.eid   = eid;
	this.epass = epass;
}",javascript,3,0.92,4
"var record_database = function(
        block_id, msg_sender, msg_value, contract_address, block_hash, log_index,
        transaction_hash, transaction_index, event_name, description
){

    var query = 'INSERT INTO contract_event ' +
        '(`block_id`, `msg_sender`, `msg_value`, `contract_address`, `block_hash`, `log_index`, `transaction_hash`, `transaction_index`, `event_name`, `description`, `datetime`)' +
        'VALUES (?,?,?,?,?, ?,?,?,?,?, now()); ';

    connection.query(
        query,
        [block_id, msg_sender, web3.toBigNumber(msg_value).toNumber(), contract_address, block_hash, log_index, transaction_hash, transaction_index, event_name, description]
    , function(err, rows, fields) {
        if (err) throw err;
    });

}",javascript,2,0.9,4
"function getHeadSha() {
  if (process.env.GITHUB_EVENT_PATH) {
    try {
      const event = JSON.parse(
        fs.readFileSync(process.env.GITHUB_EVENT_PATH, 'utf8')
      )
      const headSha = event.pull_request?.head?.sha
      if (headSha) {
        return headSha
      }
    } catch (err) {
      console.log('Failed to read the head SHA from the event payload', err)
    }
  }
  return process.env.GITHUB_SHA ?? null
}",javascript,0,0.01,141750
"    private static int[] leer(Scanner s){
        int[] array = new int[MAX];
        for(int x = 0; x < array.length; x++){
            System.out.print(""Por favor, introduce el "" + (x + 1) + ""º valor del array: "");
            array[x] = s.nextInt();
        }
        return array;
    }",java,2,0.77,4
"var validatePass = function(){

	var upass = document.getElementById('upass');
	if(upass.value == undefined || upass.value == null || upass.value == """")
	{
		upass.style.borderColor=""red"";
	}
	else
	{
		upass.style.borderColor=""green"";
	}
}",javascript,2,0.55,4
"def list_distributions() -> Dict[str, Dict]:
    """"""
    List all available distributions.

    Returns:
        Dict: All distribution definitions
    """"""
    return DISTRIBUTIONS.copy()",python,0,0.0,229692
"def _collect_fallback_events():
    """"""Aggregate fallback events recorded by every process (controller + xdist workers).""""""
    events = []
    if _ci_fallback_events_dir and os.path.isdir(_ci_fallback_events_dir):
        for name in sorted(os.listdir(_ci_fallback_events_dir)):
            try:
                with open(os.path.join(_ci_fallback_events_dir, name), encoding=""utf-8"") as fh:
                    events.extend(line.strip() for line in fh if line.strip())
            except OSError:
                pass
    return events",python,1,0.23,164028
"function getContributors(user, repo, maxCount = 1) {
  const contributors = (
    await axios.get(
      `https://api.github.com/repos/${encodeURIComponent(user)}/${encodeURIComponent(repo)}/contributors`,
      { params: { per_page: maxCount } }
    )
  ).data;

  return Promise.all(
    contributors.map(async (contributor) => {
      return {
        ...contributor,
        ...(
          await axios.get(`https://api.github.com/users/${encodeURIComponent(contributor.login)}`)
        ).data,
      };
    })
  );
}",javascript,0,0.3,109231
"    def error(self, message):
        """"""
        Prints a usage message incorporating the message to stderr and exit.
        """"""
        self.print_usage(sys.stderr)
        choose_from = ' (choose from'
        progparts = self.prog.partition(' ')
        self.exit(2, (""error: %(errmsg)s\nTry '%(mainp)s help %(subp)s'""
                ""for more information.\n"") %
                {'errmsg': message.split(choose_from)[0],
                    'mainp': progparts[0],
                    'subp': progparts[2]})",python,2,0.71,4
"def sexToDecimal(ang, hparam):
    anglist = ang.split("":"")
    for i in range(len(anglist)):
        anglist[i] = float(anglist[i])
    decimal = (anglist[1] / 60) + (anglist[2] / 3600)
    if anglist[0] < 0:
        ang = anglist[0] - decimal
    else:
        ang = anglist[0] + decimal
    if hparam == True:
        ang *= 15
    return ang",python,3,0.97,4
"function standardizedError (type, options) {
  const error = new Error(`type: ${type}, message: ${ERROR_TYPES_HANDLERS[type](options)}`)
  error.type = type
  error.options = options
  return error
}",javascript,3,0.53,4
"function connect () {
    connection = mysql.createConnection({
        host    : options.storageConfig.host,
        user    : options.storageConfig.user,
        password: options.storageConfig.password,
        database: options.storageConfig.database
    });
    connection.connect(handleError);
    connection.on('error', handleError);
}",javascript,3,0.71,4
"function showFlaggedDeprecation() {
  if (bufferWarningAlreadyEmitted ||
      ++nodeModulesCheckCounter > 10000 ||
      (!require('internal/options').getOptionValue('--pending-deprecation') &&
       isInsideNodeModules(3))) {
    // We don't emit a warning, because we either:
    // - Already did so, or
    // - Already checked too many times whether a call is coming
    //   from node_modules and want to stop slowing down things, or
    // - We aren't running with `--pending-deprecation` enabled,
    //   and the code is inside `node_modules`.
    // - If the topmost non-internal frame is not inside `node_modules`.
    return;
  }

  process.emitWarning(bufferWarning, 'DeprecationWarning', 'DEP0005');
  bufferWarningAlreadyEmitted = true;
}",javascript,0,0.25,118912
"function showHide(action, evt){
            xDebug.call(this, arguments.callee.name, arguments);
            // if element in the list is clicked (button losses focus)
            if ($.isPlainObject(evt) &&
                $(evt.relatedTarget).parent().hasClass(""dropdown-menu-item"")){
                return;
            }

            if($.type(action) !== ""string""){
                action = this.options.$listEl.is("":visible"") ? ""hide"" : ""show"";
            }

            calculatePosition.call(this);

            if(action === ""show"" && this.container.is(':visible') === false){
                this.isRendered = false;
                intervalFlag.call(
                    this, calculatePosition, ""isRendered"", 500
                );

                if(this.options.menuWidthAsBtn === ""Y"" && this.isSetMenuItemWidth === false){
                  this.container.css(""cssText"",""color:transparent !important;"");
                }

                this.container.slideDown(this.options.slideUpDown);
                this.container.focus();

                if(this.options.menuWidthAsBtn === ""Y"" && this.isSetMenuItemWidth === false){
                  intervalFlag.call(
                    this, menuItemWidth, ""isSetMenuItemWidth"", 500
                  );
                }
                triggerEvent.apply(this, [this.events[0], this]);
            }else if(action === ""hide"" && this.container.is(':visible') === true){
                this.container.slideUp(this.options.slideUpDown);
                triggerEvent.apply(this, [this.events[1], this]);
            }
        }",javascript,2,0.91,4
"def s(name, arr):
    if not arr:
        return
    avg = sum(arr) / len(arr)
    print(f""  {name:25s}: avg={avg:6.1f}ms  min={min(arr):5.1f}ms  max={max(arr):6.1f}ms  n={len(arr)}"")",python,1,0.27,95895
"def _normalize_base_for_compare(url: str) -> str:
    url = (url or """").strip().rstrip(""/"")
    for suffix in (""/chat/completions"", ""/models"", ""/completions"", ""/v1/messages""):
        if url.endswith(suffix):
            url = url[: -len(suffix)].rstrip(""/"")
    return url",python,0,0.02,85267
"def deep_q_learning(sess,
                    env,
                    q_estimator,
                    target_estimator,
                    state_processor,
                    saver,
                    num_episodes,
                    replay_memory_size=10000,
                    replay_memory_init_size=1000,
                    update_target_estimator_every=500,
                    discount_factor=0.99,
                    batch_size=8):

    Transition = namedtuple(""Transition"", [""state"", ""action"", ""reward"", ""next_state"", ""done""])
    replay_memory = []
    total_t = sess.run(tf.contrib.framework.get_global_step())

    for i_episode in range(num_episodes):

        state = env.reset()
        state = state_processor.process(sess, state)
        state = np.stack([state] * 4, axis=2)
        loss = None
        total_reward = 0
        actions_tracker = [0, 1, 2, 3]
        agent_index = np.random.randint(NUM_HEADS)

        for t in itertools.count():

            if total_t % update_target_estimator_every == 0:
                copy_model_parameters(sess, q_estimator, target_estimator)
                print(""\nCopied model parameters to target network."")
                saver.save(sess, 'docs/dqn-doom-basic', global_step=total_t)

            action = q_estimator.greedy_action(sess, state, agent_index)
            actions_tracker.append(action)
            next_state, reward, done, _ = env.step(VALID_ACTIONS[action])
            next_state = state_processor.process(sess, next_state)
            next_state = np.append(state[:,:,1:], np.expand_dims(next_state, 2), axis=2)

            if len(replay_memory) == replay_memory_size:
                replay_memory.pop(0)

            replay_memory.append(Transition(state, action, reward, next_state, done))
            total_reward += reward

            if total_t > replay_memory_init_size:
                for agent_train in range(NUM_HEADS):
                    samples = random.sample(replay_memory, batch_size)
                    states_batch, action_batch, reward_batch, next_states_batch, done_batch = map(np.array, zip(*samples))

                    q_values_next = q_estimator.predict(sess, next_states_batch, agent_train)
                    best_actions = np.argmax(q_values_next, axis=1)

                    q_values_next_target = np.zeros((batch_size, len(VALID_ACTIONS)))
                    for agent_ensemble in range(NUM_HEADS):
                        q_values_next_target += target_estimator.predict(sess, next_states_batch, agent_ensemble)
                    q_values_next_target /= NUM_HEADS

                    targets_batch = reward_batch + np.invert(done_batch).astype(np.float32) * \
                        discount_factor * q_values_next_target[np.arange(batch_size), best_actions]

                    states_batch = np.array(states_batch)
                    loss = q_estimator.update(sess, states_batch, action_batch, targets_batch, agent_train)

            state = next_state
            total_t += 1

            if done:
                print(""Step {} ({}) @ Episode {}/{}, loss: {}"".format(
                    t, total_t, i_episode + 1, num_episodes, loss), end="", "")
                print('reward %f, steps %d' % (total_reward, t), end="", "")
                counts_action = np.bincount(actions_tracker) - 1
                print('noop %d, shoot %d, right %d, left %d' % \
                    (counts_action[0], counts_action[1], counts_action[2], counts_action[3]))
                break",python,3,0.67,4
"def _session_source_for_agent(platform: Optional[str]) -> str:
    try:
        from gateway.session_context import get_session_env

        source = get_session_env(""HERMES_SESSION_SOURCE"", """")
    except Exception:
        source = os.environ.get(""HERMES_SESSION_SOURCE"", """")
    source = str(source or """").strip()
    if source:
        return source
    return platform or ""cli""",python,0,0.06,229692
"def list_all_tags(lists_of_tags):
    all_known_tags = set()
    for list_of_tags in lists_of_tags:
        for tag in list_of_tags:
            all_known_tags.add(tag)
    return list(all_known_tags) # so it would be ordered",python,2,0.54,4
"def validate(validation, data):
    #get all the keys from data that are to be validated
    _keys = list(data.keys() & validation.keys())

    for key in _keys:
        #get the val
        _val = data[key]

        if validation[key].get('not_null', None) and _val is None:
            return False, 'Value for key %r cannot be Null/None' %(key)

        if isinstance(_val, int):
            if validation[key].get('max_val', None) and _val >= validation[key]['max_val']:
                return False, 'Integer value for %r cannot be greater than  %s' % (key, validation[key]['max_val'])

            if validation[key].get('min_val', None) and _val <= validation[key]['min_val']:
                return False, 'Integer value for %r cannot be less than %s' %(key, validation[key]['min_val'])

        if validation[key].get('max_len', None) and not len(str(_val)) <= validation[key]['max_len']:
            return False, 'Value for key %r cannot have length more than %s' % (key, validation[key]['max_len'])

        if validation[key].get('min_len', None) and not len(str(_val)) >= validation[key]['min_len']:
            return False, 'Value for key %r cannot have length less than %s' % (key, validation[key]['min_len'])



    return True, None",python,3,0.62,4
"function currentLocale() {
    for (const locale of [localStorage.locale, navigator.language, ...navigator.languages]) {
        // localstorage might not have a value or there might not be a language in `navigator.language`
        if (!locale) {
            continue;
        }
        if (locale in messages) {
            return locale;
        }
        // If the locale is a 2-letter code, we can try to find a regional variant
        // e.g. ""fr"" may not be in the messages, but ""fr-FR"" is
        if (locale.length === 2) {
            const regionalLocale = `${locale}-${locale.toUpperCase()}`;
            if (regionalLocale in messages) {
                return regionalLocale;
            }
        } else {
            // Some locales are further specified such as ""en-US"".
            // If we only have a generic locale for this, we can use it too
            const genericLocale = locale.slice(0, 2);
            if (genericLocale in messages) {
                return genericLocale;
            }
        }
    }
    return ""en"";
}",javascript,1,0.24,90129
"function range(size, options) {
  var range = this.get('Range');
  if (!range) return;
  return parseRange(size, range, options);
}",javascript,1,0.27,69353
"    def validate_and_extract_preset(self, preset_id: Optional[str]) -> tuple:
        """"""Returns (temperature, max_tokens, preset_system_prompt, character_name).""""""
        if preset_id and preset_id not in self.preset_manager.presets:
            raise HTTPException(400, f""Invalid preset_id: {preset_id}"")

        temperature = DEFAULT_TEMPERATURE
        max_tokens = DEFAULT_MAX_TOKENS
        preset_system_prompt = None
        character_name = """"

        if preset_id and preset_id in self.preset_manager.presets:
            preset = self.preset_manager.presets[preset_id]
            if preset.get(""enabled"") is False:
                logger.info(f""Preset {preset_id} is disabled, using defaults"")
                return temperature, max_tokens, preset_system_prompt, character_name
            if preset.get(""system_prompt""):
                preset_system_prompt = preset[""system_prompt""]
            character_name = preset.get(""character_name"", """")
            if character_name:
                name_line = f""Your name is {character_name}.""
                if preset_system_prompt:
                    preset_system_prompt = f""{name_line} {preset_system_prompt}""
                else:
                    preset_system_prompt = name_line
            if ""temperature"" in preset:
                temperature = preset[""temperature""]
            if ""max_tokens"" in preset:
                max_tokens = preset[""max_tokens""]

        logger.info(f""Preset {preset_id}: temp={temperature}, max_tokens={max_tokens}"")
        return temperature, max_tokens, preset_system_prompt, character_name",python,1,0.01,85267
"def getJo(date):
    joArr = date.split(""-"")
    for i in range(len(joArr)):
        joArr[i] = float(joArr[i])
    jodate = 367*joArr[0] - int((7*(joArr[0] + int((joArr[1]+9)/12)))/4) + int(275 * joArr[1] / 9) + joArr[2] + 1721013.5
    return jodate",python,3,0.92,4
"    def __init__(self):
        self._bus = dbus.SystemBus()
        self._proxy = self._bus.get_object('org.freedesktop.timedate1',
                                           '/org/freedesktop/timedate1')
        self._interface = dbus.Interface(self._proxy, 'org.freedesktop.DBus.Properties')
        self.status = self.get_status()",python,3,0.63,4
"function View(name, options) {
  var opts = options || {};

  this.defaultEngine = opts.defaultEngine;
  this.ext = extname(name);
  this.name = name;
  this.root = opts.root;

  if (!this.ext && !this.defaultEngine) {
    throw new Error('No default engine was specified and no extension was provided.');
  }

  var fileName = name;

  if (!this.ext) {
    // get extension from default engine name
    this.ext = this.defaultEngine[0] !== '.'
      ? '.' + this.defaultEngine
      : this.defaultEngine;

    fileName += this.ext;
  }

  if (!opts.engines[this.ext]) {
    // load engine
    var mod = this.ext.slice(1)
    debug('require ""%s""', mod)

    // default engine export
    var fn = require(mod).__express

    if (typeof fn !== 'function') {
      throw new Error('Module ""' + mod + '"" does not provide a view engine.')
    }

    opts.engines[this.ext] = fn
  }

  // store loaded engine
  this.engine = opts.engines[this.ext];

  // lookup path
  this.path = this.lookup(fileName);
}",javascript,1,0.05,69353
"def create_api(app):
    from modules.api.api import Api
    from modules.call_queue import queue_lock

    api = Api(app, queue_lock)
    return api",python,0,0.2,164507
"def should_skip_file(path):
    base = os.path.basename(path)
    # Skip dotfiles and dotdirs
    if base.startswith('.'):
        return True
    # Skip config files by extension
    if base.lower().endswith(CONFIG_FILE_EXTENSIONS):
        return True
    return False",python,0,0.04,148633
"function arrayEach(array, iteratee) {
    var index = -1,
        length = array == null ? 0 : array.length;

    while (++index < length) {
      if (iteratee(array[index], index, array) === false) {
        break;
      }
    }
    return array;
  }",javascript,0,0.06,61321
"def fatal_error_envelop():
    return jsonify({
        'status' : 'OK',
        'code' : 404,
        'message' : 'Unknown Error'
    })",python,3,0.63,4
"def main():
	p = OCR(""tests/PlainText.pdf"", ""INFO"", ""none"")
	p.start()

	result = p.text.strip()

	with io.open('tests/PlainText.txt') as f:
		against = f.read().strip()

	assert(result == against)

	print(""Test passed."")",python,2,0.98,4
"async def deprecation_warning(request: web.Request, handler):
    """"""Middleware to warn about deprecated frontend API paths""""""
    path = request.path

    if path.startswith(""/scripts/ui"") or path.startswith(""/extensions/core/""):
        # Only warn once per unique file path
        if path not in _deprecated_paths_warned:
            _deprecated_paths_warned.add(path)
            logging.warning(
                f""[DEPRECATION WARNING] Detected import of deprecated legacy API: {path}. ""
                f""This is likely caused by a custom node extension using outdated APIs. ""
                f""Please update your extensions or contact the extension author for an updated version.""
            )

    response: web.Response = await handler(request)
    return response",python,0,0.11,127142
"def create_vpc(cidr_block, vpc_name):
    response = ec2client.create_vpc(CidrBlock=cidr_block, InstanceTenancy='default')
    vpc_id = response['Vpc']['VpcId']
    ec2client.get_waiter('vpc_available').wait(VpcIds=[vpc_id])
    response = ec2client.create_tags(Resources=[vpc_id], Tags=[{'Key': 'Name', 'Value': vpc_name}])
    response = ec2client.modify_vpc_attribute(VpcId=vpc_id, EnableDnsSupport={'Value': True})
    response = ec2client.modify_vpc_attribute(VpcId=vpc_id, EnableDnsHostnames={'Value': True})
    return vpc_id",python,2,0.6,4
"def is_self_hosted(endpoint_url: str) -> bool:
    """"""True if the endpoint is NOT a known SOTA cloud API.

    Conservative — anything we don't positively recognise as SOTA is
    treated as self-hosted. Better to over-escalate than to silently
    add latency to a paid-API user's chat.
    """"""
    if not endpoint_url:
        return True
    try:
        host = (urlparse(endpoint_url).hostname or """").lower()
    except Exception:
        return True
    if not host:
        return True
    return host not in _SOTA_HOSTS",python,1,0.25,85267
"function composeReact(routeConfig, props) {
		var routeId = routeConfig.moduleId.replace(""/"","""");
		var insertionElement = $('#' + routeId)[0];
		if (!insertionElement) {
			$(""[data-view='"" + placeholderViewName + ""']"").replaceWith(""<div id='"" + routeId
				+ ""'></div>"");
			insertionElement = $('#' + routeId)[0];
		}
		// Get the actual component class by requiring it.
		var component = require(routeConfig.moduleId);
		ReactDOM.render(React.createElement(component, props), insertionElement);
	}",javascript,3,0.6,4
"def arg(*args, **kwargs):
    """"""Decorator for CLI args.

    Example:

    >>> @arg(""name"", help=""Name of the new entity"")
    ... def entity_create(args):
    ...     pass
    """"""
    def _decorator(func):
        add_arg(func, *args, **kwargs)
        return func
    return _decorator",python,2,0.83,4
"    def run(self):
        self.announce(""Running pylint for library source files and tests"",
                      level=distutils.log.INFO)
        subprocess.check_call([""pylint"", ""dxlvtapiclient"", ""tests""] + glob.glob(""*.py""))
        self.announce(""Running pylint for samples"", level=distutils.log.INFO)
        subprocess.check_call([""pylint""] + glob.glob(""sample/*.py"") +
                              glob.glob(""sample/**/*.py"") +
                              [""--rcfile"", "".pylintrc.samples""])",python,3,0.66,4
"function doRouter(r) {
	for (var k in r) {
		var data = Mock.mock(r[k]);
		(function (d) {
			app.get(k, function (req, res) {
				res.send(d);
			});
		})(data);
	}
}",javascript,3,0.84,4
"function config () {
      var config = merge(
        {
          el: '#app',
          repo: '',
          maxLevel: 6,
          subMaxLevel: 0,
          loadSidebar: null,
          loadNavbar: null,
          homepage: 'README.md',
          coverpage: '',
          basePath: '',
          auto2top: false,
          name: '',
          themeColor: '',
          nameLink: window.location.pathname,
          autoHeader: false,
          executeScript: null,
          noEmoji: false,
          ga: '',
          ext: '.md',
          mergeNavbar: false,
          formatUpdated: '',
          externalLinkTarget: '_blank',
          routerMode: 'hash',
          noCompileLinks: [],
          relativePath: false
        },
        window.$docsify
      );

      var script =
        document.currentScript ||
        [].slice
          .call(document.getElementsByTagName('script'))
          .filter(function (n) { return /docsify\./.test(n.src); })[0];

      if (script) {
        for (var prop in config) {
          if (hasOwn.call(config, prop)) {
            var val = script.getAttribute('data-' + hyphenate(prop));

            if (isPrimitive(val)) {
              config[prop] = val === '' ? true : val;
            }
          }
        }

        if (config.loadSidebar === true) {
          config.loadSidebar = '_sidebar' + config.ext;
        }
        if (config.loadNavbar === true) {
          config.loadNavbar = '_navbar' + config.ext;
        }
        if (config.coverpage === true) {
          config.coverpage = '_coverpage' + config.ext;
        }
        if (config.repo === true) {
          config.repo = '';
        }
        if (config.name === true) {
          config.name = '';
        }
      }

      window.$docsify = config;

      return config
    }",javascript,0,0.04,57529
"function lookup(name) {
  var path;
  var roots = [].concat(this.root);

  debug('lookup ""%s""', name);

  for (var i = 0; i < roots.length && !path; i++) {
    var root = roots[i];

    // resolve the path
    var loc = resolve(root, name);
    var dir = dirname(loc);
    var file = basename(loc);

    // resolve the file
    path = this.resolve(dir, file);
  }

  return path;
}",javascript,0,0.1,69353
"def _is_ephemeral_scaffolding(msg: Any) -> bool:
    """"""Return True when ``msg`` is internal recovery scaffolding that must never
    be persisted to the durable transcript (SQLite session store or JSON log).""""""
    return isinstance(msg, dict) and any(
        msg.get(flag) for flag in _EPHEMERAL_SCAFFOLDING_FLAGS
    )",python,1,0.24,229692
"function isBuffer(val) {
  return (
    val !== null &&
    !isUndefined(val) &&
    val.constructor !== null &&
    !isUndefined(val.constructor) &&
    isFunction(val.constructor.isBuffer) &&
    val.constructor.isBuffer(val)
  );
}",javascript,0,0.13,109231
"function handleApplicationErrors (checker) {
  return (res$) => res$.map((res) => {
    const options = checker(res)
    if (options) throw standardizedError('application', options)
    else return res
  })
}",javascript,3,0.53,4
"function addThisPrefix(exp, data) {	// 全局的表达式前加this
			return exp.replace(/\b(?:(\w+)([\w.\[\]]*))\b(?!['""])/g, function(x, prefix, other) {
				return (data[prefix] !== undefined ? 'this.' : '') + prefix + other;
			});
		}",javascript,2,0.71,4
"def send_form():
    msg = request.form['message']
    sender = request.form['number']
    sent = sms.send(api, sender, msg)

    return render_template('sent.html', message=msg, send_list=sent)",python,3,0.58,4
